Date,Predicted_Positive,Predicted_Negative
2024-06-27,1034.8912014995706,44.18821649102004
2024-06-28,969.6128980649038,43.59590051822587
2024-06-29,958.0551724441635,41.23418257153507
2024-06-30,942.5189170332612,28.088790934721295
2024-07-01,936.5026885094811,24.079823581788485
2024-07-02,941.6821634034843,31.40833100572761
2024-07-03,909.5494704754706,22.02962730121135
2024-07-04,922.9828128998092,21.574971879096665
2024-07-05,923.984519418553,12.410115618675356
2024-07-06,902.9668329732815,14.367944578232326
2024-07-07,924.5983667346738,20.413742773193423
2024-07-08,945.8021205513464,66.12974340417814
2024-07-09,951.5004371801039,39.62802510908278
2024-07-10,903.619119849944,44.68142913189908
2024-07-11,906.9919477208598,39.463686214332725
2024-07-12,903.1187662648101,28.416284278620168
2024-07-13,905.8274261535367,24.443135565425187
2024-07-14,919.2351483165216,30.516496976587767
2024-07-15,891.6820142189971,22.798850995089975
2024-07-16,909.6317360770207,21.008293426912434
2024-07-17,914.3558349760575,12.392797599562133
2024-07-18,896.3062684383411,14.857572203693
2024-07-19,917.701519086106,21.797623790303568
2024-07-20,940.8282913066928,65.73355995114036
2024-07-21,948.0826655887378,39.84382428574265
2024-07-22,901.4350627077515,44.675987846744285
2024-07-23,905.7946224307345,39.57096173843974
2024-07-24,902.7046329807378,28.44033140991207
2024-07-25,906.0345407853714,24.4673955541749
2024-07-26,919.9412790463583,30.58798238652431
2024-07-27,892.777224130871,22.807318531579888
2024-07-28,911.0394981470045,21.067129059034336
2024-07-29,916.0134700402052,12.43186520548028
2024-07-30,898.1619693991228,14.875312538283493
2024-07-31,919.7041830249327,21.782176936308964
